;text;sentiment
1166; oks  yes infact we had chatted earlier on n00b.in as well;neutral
1167; And you as well bro;neutral
1168; im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3;neutral
1169;True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today;positive
1170; how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx;neutral
1171;Thinks FML should changed to LML (love my life);positive
1172;Ha,  i`m giving spymaster a chance - just curious! will miss u;negative
1173; Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it).;neutral
1174;Loves the 2nd half of even days, orch and jazz band with daddy;positive
1175;is tired. And turning off the Internet. You can play on it in the morning.;negative
1176;Watching WALL-E.....it`s so cute but sad;neutral
1177;happy star wars day;positive
1178;Just got notified my podcast was accepted into iTunes. http://budurl.com/SBit Of course I then realized it was miss formated  Fixed now.;negative
1179;Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!;positive
1180;is tired of summer already;negative
1181;There mite be a article in the trib bout portia, keep an eye out for it.;neutral
1182; I`ve given up on pizza - kids would never let me have my fav  (the hot ones);negative
1183;im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead;negative
1184; Thats great;positive
1185;Princess Sakura is MINE  therefor i want to use it on TJ! grr;neutral
1186;i wish i could teach my dog how to play xbox!  alas...no thumbs;negative
1187;Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.;neutral
1188; thanks! I`m totally bushed today though time for some coding;positive
1189;still making icons;neutral
1190;"gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all";neutral
1191;Waiting for my turn on wii fit gym closed;neutral
1192;Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!;positive
1193; haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess;negative
1194; shes must be a truly amazing woman for having a phenomenal son..;positive
1195; very nice...i cleared my head;positive
1196; I think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.;neutral
1197; Your pic didn`t show up for me  Boo!!!! All the other pics on that site show up, but not yours;neutral
1198;baby i need you , right here , right now;neutral
1199; umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party;positive
1200; together;neutral
1201;http://twitpic.com/4wuaq - another prof pic.;neutral
1202;Happy Mother`s Day mom;positive
1203; http://twitpic.com/4vw9a - I`m not gonna buy one...nor two... But three! I will be the ultimate slaughter machine!;neutral
1204;#asylm yay registered but lost all my friends;negative
1205;church bellss are ringin  got to go. adieu,(god bless in german);positive
1206;Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies;neutral
1207; watching dor on utv movies again great performance;positive
1208;did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4;positive
1209; probably not in this weather;negative
1210;some relaxation. so much things on my list... but really not that much;neutral
1211;....got your message!!! You are such a twitter freak!;neutral
1212; no wonder you hate driving and country roads and stuff;negative
1213;heading out to (a long)band practice. last one before our first show on Saturday night. Hope it`s a good one  http://digg.com/u12MIW;positive
1214;says HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd;positive
1215; sorry to hear your news;negative
1216; I`ve been there.  The only place I have flown out of since moving up north. Really pretty area for flying, but very expensive;neutral
1217;sad.. Daniel is leaving Florida now.. just gave him a big hug;negative
1218;it`s mother`s day...i already bought and gave my mother`s day present to my mother.;positive
1219;Best friend is leaving to go back to school today..I am so sad;negative
1220; hey, what about us followers in ATL!!!!;neutral
1221;11:11 pm Perrrfect universal alignment.    <33;neutral
1222;has a new nick name - arosh ..i like i like;positive
1223;i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl;neutral
1224; No Trump casino in Vegas.;neutral
1225;_jimski .....in my book, yes;neutral
1226; ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email;neutral
1227;asks for karma points please.  http://plurk.com/p/wxnt9;neutral
1228; Will do;neutral
1229;OFFICIALLY booked for seattle with  and  it`s going to be THE best birthday weekend EVER!   :you made me sad;neutral
1230;_carter THE LINK DOESNT WORK;neutral
1231;_M Awww, our Mother`s day has been and gone :o(.  No work today, off out witht he camera in a little while, hopefully;neutral
1232; i guess you get loads of emails & people asking you stuff al the time but i seriously wonder if you ever read my comments  x;negative
1233;Up late with nothin 2 do.....;neutral
1234;Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...;positive
1235;People are people...nooooo? Id never have guessed tht...idiot..im grouchy now;negative
1236; i see you hannah klein!. lookin good today;positive
1237;aha _marie my brother`s wallpaper on his phone is Dolly The Sheep  aha i`m loling.;positive
1238; it`s saying that it is the wrong link-it cannot find the address.;neutral
1239;  I know... kittie should be a professional....;neutral
1240;Sending blessings out to ;positive
1241; ahh ok! Enjoy! I`ll miss it;neutral
1242;So tonights TV viewing, BGT or HIGNFY and Reggie Perrin? Wont be tweeting however as  MiniC has hidden iPod;neutral
1243;Mudweight hauled in for last time by   http://yfrog.com/0zr2jqj;negative
1244;has dislocated her knee  *bad/painful times* gas + air and morphine are fun though;neutral
1245;i cant believes its already Monday, the weekend went by soooo fast, keeping my fingers crossed that will too;negative
1246;Barack Obama is a legend, just watched his dinner speach, it was pretty funny;positive
1247;I got whooped by Jason Bradbury. Ace :0;neutral
1248; Ouch. I won`t be down in Miami tomorrow morning. That sucks  It`s a cruise? Are you driving back the next Saturday?;negative
1249;sadd..  last night in fl.. going back to AR tomorrow;negative
1250;according to mary chaayaa, i look like a sexy emo in my dp  i not emo.;neutral
1251; sounds awesome..;positive
1252; well you are a tricky one so I would say 6.5;neutral
1253; no. my school will start on June1.  two days to go. i still don`t want. :l;negative
1254; Still no Internet today;neutral
1255;Tbh having no credit in your phone sux. i cant even text people to see what`s happening, like its totally grrrsville;negative
1256;gahhhh homework. masterchef in half an hour! hahah and the recruits;neutral
1257;This month was a bad month to try and get an advert together for Kobold Quarterly;negative
1258; I`m concerned for that family;positive
1259;Idk i cant do ****;negative
1260;only gets spam in her college email account now. What a way to rub in graduation.;negative
1261; I`m very much in tune with your words today. Thanks.;positive
1262; how are you gonna get them? I got bitten;negative
1263; I`m so sad I missed your calling time, I got home from practice too late;negative
1264; im jealous.  im slaving away at the store and youre chilling on the boat.;negative
1265;  we get so bored with routine.. lol!;neutral
1266;What does 'drink responsibly' mean to you? Please share a tip (or two if you`re drunk right now  );neutral
1267;I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won`t be so bad... I was wrong;negative
1268; ooh, work im afarid  looking forward to a sunny weekeknd tho!!!;negative
1269;Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight;neutral
1270;I feel sorry for my bestie  good luck ali!;neutral
1271;  I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi;neutral
1272;putting 3 new consultants to work this week. it`s a good feeling!  congrats on your offers;positive
1273;Oh gosh how I want the party to be over and done with already.;neutral
1274;Ive totally not got that job  i can just tell.;neutral
1275;Just snappy`s delivered some tea and ice cream. I love my sister.;positive
1276; eek can`t wait to see it!! as well as everyone elses. gahh i don`t know what i want  lol;neutral
1277;FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF<3;positive
1278; YEP  it`ll be awesome to the max =] haha;positive
1279;_ Heading off to Poole around 4ish,  has some serious gardening to do before we go, no Tweetdeck til Sunday evening,;negative
1280;too sick for rigging tomorrow.;negative
1281;Have to go to the dreaded DMV tomorrow;negative
1282;Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail;negative
1283; How are you?;neutral
1284; - That Jasper clip is my first 'favorite' Twitter message.;neutral
